id,collectors,site,year,month,species_code,plant_field,lh_field,location,day1,hour1,area1,day2,hour2,age2,area2,day3,hour3,age3,area3,day4,hour4,age4,area4,day5,hour5,age5,area5,final,age1percent,dt2,age2percent,dt3,age3percent,dt4,age4percent,dt5,age5percent,x_dt_d_field,x_exp_percent,spp,notes2,updated,error message
1802,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,26,13,1,28,17,2,1,32,15,4,4,,,,,,,,,5,0,2,0,,1,,,,,2,39,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1803,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,21,,,26,13,1,28,17,2,1,32,15,4,4,,,,,,,,,5,0,2,0,,1,,,,,2,40,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 21}"
1804,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,26,13,1,28,17,2,2,32,15,4,7,,,,,,,,,8,0,2,0,,1,,,,,2,56,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1805,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,26,13,1,28,17,2,2,32,15,4,8,,,,,,,,,11,0,2,0,2,1,,,,,2,46,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1806,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,26,13,1,28,17,2,3,32,15,4,12,,,,,,,,,17,0,2,0,2,1,,,,,2,47,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1807,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,26,13,1,28,17,2,3,32,15,4,11,,,,,,,,,18,0,2,0,2,1,,,,,2,47,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1808,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,26,14,0,29,12,3,0,33,13,4,1,,,,,,,,,1,0,2,0,3,1,0,,,,3,30,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1809,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,26,14,0,29,12,3,0,33,13,4,1,,,,,,,,,1,0,3,0,3,1,,,,,3,27,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1810,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,29,12,0,33,13,4,0,36,10,3,0,,,,,,,,,1,0,2,0,4,0,,,,,3,26,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1811,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,29,12,0,33,13,4,0,36,10,3,1,,,,,,,,,0,0,2,1,4,1,,,,,3,28,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1812,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,29,12,0,33,13,4,0,36,10,3,1,,,,,,,,,1,0,3,0,2,1,,,,,2,32,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1813,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,29,13,1,33,13,4,3,,,,,,,,,,,,,5,0,4,1,,,,,,,4,19,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1814,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,26,14,1,29,13,3,1,33,13,4,3,,,,,,,,,5,0,4,0,4,1,,,,,4,18,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1815,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,26,14,1,29,13,3,2,33,13,4,5,,,,,,,,,6,0,3,0,3,1,,,,,3,25,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1816,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,26,14,0,36,11,10,1,,,,,,,,,,,,,6,0,5,0,,,,0,,,5,14,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1817,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,26,14,0,29,14,3,1,33,14,4,1,36,11,3,1,,,,,2,0,2,0,9,1,,1,,,6,13,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1818,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,26,14,0,29,14,3,1,33,14,4,1,36,11,3,2,,,,,2,0,3,0,6,1,,1,,,4,17,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1819,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,26,14,0,36,11,10,1,,,,,,,,,,,,,1,0,5,0,,,,,,,5,14,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1820,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,26,14,0,36,11,10,1,,,,,,,,,,,,,1,0,4,1,,,,,,,4,18,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1821,P.D. Coley & T.A. Kursar,Manaus,2005,,M5,5,,,26,14,0,36,11,10,1,,,,,,,,,,,,,1,0,5,0,,,,,,,5,15,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 5}"
1822,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,26,14,1,29,14,3,3,33,14,4,5,,,,,,,,,5,0,2,0,,1,,,,,2,36,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1823,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,26,14,1,29,14,3,2,33,14,4,5,,,,,,,,,5,0,2,0,,1,,,,,2,38,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1824,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,26,14,1,29,14,3,2,33,14,4,6,,,,,,,,,6,0,2,0,,1,,,,,2,34,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1825,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,26,14,1,29,14,3,2,33,14,4,4,,,,,,,,,4,0,2,0,,1,,,,,2,33,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1826,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,26,14,1,29,14,3,2,33,14,4,4,,,,,,,,,4,0,2,0,,1,,,,,2,36,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1827,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,26,14,1,29,14,3,3,33,14,4,6,,,,,,,,,6,0,2,0,,1,,,,,2,41,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1828,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,29,15,2,33,14,4,5,36,11,3,12,,,,,,,,,13,0,3,0,2,1,,,,,3,28,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1829,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,29,15,2,33,14,4,7,36,11,3,13,,,,,,,,,16,0,2,0,3,1,,,,,3,29,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1830,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,29,16,4,33,15,4,14,,,-34,,,,,,,,,,15,0,2,1,,,,,,,2,37,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1831,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,29,16,6,33,15,4,20,,,-34,,,,,,,,,,22,0,,1,,,,,,,,,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1832,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,29,16,5,33,15,4,19,,,-34,,,,,,,,,,23,0,2,1,,,,,,,2,41,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1833,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,29,16,6,33,15,4,19,,,-34,,,,,,,,,,23,0,2,1,,,,,,,2,36,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1834,P.D. Coley & T.A. Kursar,Manaus,2005,,M29,29,,,29,16,5,33,15,4,19,,,-34,,,,,,,,,,22,0,2,1,,,,,,,2,43,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 29}"
1835,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,5,10,1,7,13,2,4,8,17,1,6,,,,,,,,,6,0,1,1,2,1,,,,,1,70,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1836,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,5,10,2,7,13,2,6,8,17,1,9,,,,,,,,,13,0,1,0,,1,,,,,1,60,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1837,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,5,10,2,7,13,2,5,8,17,1,7,,,,,,,,,9,0,1,1,,1,,,,,1,61,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1838,P.D. Coley & T.A. Kursar,Manaus,2005,,M27,27,,,5,10,2,7,13,2,8,8,17,1,10,,,,,,,,,16,0,1,0,,1,,,,,1,74,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 27}"
1839,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,35,,,5,10,4,7,15,2,9,8,17,1,12,,,,,,,,,13,0,2,1,,1,,,,,2,44,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 35}"
1840,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,35,,,5,10,4,7,15,2,10,8,17,1,12,,,,,,,,,14,0,2,1,,1,,,,,2,47,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 35}"
1841,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,35,,,5,10,6,7,15,2,15,8,17,1,17,,,,,,,,,16,0,2,1,,1,,,,,2,52,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 35}"
1842,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,35,,,5,10,6,7,15,2,14,8,17,1,17,,,,,,,,,16,0,2,1,,1,,,,,2,51,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 35}"
1843,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,35,,,5,10,1,7,15,2,3,8,17,1,5,,,,,,,,,6,0,2,1,,1,,,,,2,55,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 35}"
1844,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,35,,,5,10,2,7,15,2,4,8,17,1,6,,,,,,,,,8,0,2,1,,1,,,,,2,54,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 35}"
1845,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,35,,,5,10,1,7,15,2,3,8,17,1,4,,,,,,,,,5,0,2,1,,1,,,,,2,52,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 35}"
1846,P.D. Coley & T.A. Kursar,Manaus,2005,,M35,35,,,5,10,1,7,15,2,4,8,17,1,5,,,,,,,,,7,0,2,1,,1,,,,,2,57,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 35}"
1847,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,4,16,2,5,10,1,3,,,,,,,,,,,,,6,0,3,0,,0,,,,,3,25,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1848,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,4,16,1,5,10,1,1,6,17,1,2,7,16,1,2,,,,,6,0,3,0,2,0,,,,,3,28,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1849,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,5,12,1,7,13,2,1,,,,,,,,,,,,,5,0,4,0,,0,,,,,4,18,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1850,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,5,12,1,7,13,2,3,8,16,1,3,,,,,,,,,7,0,2,0,4,0,,,,,3,26,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1851,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,5,12,1,7,13,2,2,8,16,1,3,,,,,,,,,7,0,2,0,5,0,,,,,3,24,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1852,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,5,12,0,7,13,2,0,8,16,1,0,10,16,2,1,,,,,4,0,2,0,2,0,4,0,,,3,30,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1853,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,5,12,0,7,13,2,0,8,16,1,0,10,16,2,1,,,,,4,0,2,0,2,0,3,0,,,2,32,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1854,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,5,12,0,7,13,2,0,8,16,1,1,10,16,2,1,,,,,4,0,2,0,3,0,3,0,,,3,32,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1855,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,5,12,2,7,13,2,2,8,16,1,3,,,,,,,,,3,1,4,1,,1,,,,,4,21,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1856,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,5,12,3,7,13,2,6,8,16,1,7,,,,,,,,,8,0,3,1,,1,,,,,3,28,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1857,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,5,12,2,7,13,2,3,8,16,1,4,,,,,,,,,4,0,3,1,,1,,,,,3,28,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1858,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,5,12,3,7,13,2,5,8,16,1,6,,,,,,,,,8,0,3,1,,1,,,,,3,31,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1859,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,26,15,2,30,16,4,5,,,-31,,,,,,,,,,10,0,3,0,,0,,,,,3,28,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1860,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,26,15,3,30,16,4,8,,,-31,,,,,,,,,,17,0,3,1,,0,,,,,3,29,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1861,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,26,15,3,30,16,4,9,,,-31,,,,,,,,,,20,0,3,0,,0,,,,,3,29,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1862,P.D. Coley & T.A. Kursar,Manaus,2005,,M9,9,,,26,15,3,30,16,4,9,,,-31,,,,,,,,,,22,0,3,0,,0,,,,,3,29,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 9}"
1863,P.D. Coley & T.A. Kursar,Manaus,2005,,M24,24,,,26,16,1,30,16,4,2,34,16,4,,,,,,,,,,2,1,6,1,,,,,,,6,13,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 24}"
1864,P.D. Coley & T.A. Kursar,Manaus,2005,,M24,24,,,26,16,1,30,16,4,2,34,16,4,,,,,,,,,,2,1,7,1,,,,,,,7,11,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 24}"
1865,P.D. Coley & T.A. Kursar,Manaus,2005,,M24,24,,,26,16,1,30,16,4,1,34,16,4,1,,,,,,,,,2,0,5,1,,,,,,,5,15,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 24}"
1866,P.D. Coley & T.A. Kursar,Manaus,2005,,M24,24,,,26,16,1,30,16,4,2,34,16,4,2,,,,,,,,,2,1,,1,,,,,,,,0,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 24}"
1867,P.D. Coley & T.A. Kursar,Manaus,2005,,M24,24,,,26,16,1,30,16,4,2,34,16,4,2,,,,,,,,,2,1,,1,,,,,,,,0,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 24}"
1868,P.D. Coley & T.A. Kursar,Manaus,2005,,M24,24,,,26,16,1,30,16,4,2,34,16,4,2,,,,,,,,,2,0,4,1,,,,,,,4,17,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 24}"
1869,P.D. Coley & T.A. Kursar,Manaus,2005,,M24,24,,,26,16,1,30,16,4,2,34,16,4,3,,,,,,,,,3,0,4,1,,,,,,,4,19,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 24}"
1870,P.D. Coley & T.A. Kursar,Manaus,2005,,M15,15,,,29,16,2,33,15,4,4,36,14,3,6,,,,,,,,,7,0,4,1,4,1,,,,,4,18,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 15}"
1871,P.D. Coley & T.A. Kursar,Manaus,2005,,M15,15,,,33,15,1,36,14,3,1,38,17,2,2,41,16,3,3,44,16,3,4,10,0,5,0,10,0,6,0,6,0,7,11,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 15}"
1872,P.D. Coley & T.A. Kursar,Manaus,2005,,M15,15,,,5,14,3,7,17,2,4,10,16,3,5,,,,,,,,,10,0,7,0,,0,,,,,7,10,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 15}"
1873,P.D. Coley & T.A. Kursar,Manaus,2005,,M15,15,,,10,16,2,13,16,3,3,16,13,3,5,,,,,,,,,10,0,7,0,4,1,,,,,6,13,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 15}"
1874,P.D. Coley & T.A. Kursar,Manaus,2005,,M8,30,,,30,17,1,34,16,4,2,37,18,3,2,,,,,,,,,2,0,4,1,,1,,,,,4,20,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 30}"
1875,P.D. Coley & T.A. Kursar,Manaus,2005,,M8,30,,,30,17,1,34,16,4,1,37,18,3,2,,,,,,,,,3,0,4,1,,1,,,,,4,20,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 30}"
1876,P.D. Coley & T.A. Kursar,Manaus,2005,,M8,30,,,30,17,0,34,16,4,1,37,18,3,2,,,,,,,,,3,0,3,0,,1,,,,,3,28,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 30}"
1877,P.D. Coley & T.A. Kursar,Manaus,2005,,M8,30,,,30,17,0,34,16,4,1,37,18,3,2,,,,,,,,,3,0,4,0,3,1,,,,,3,25,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 30}"
1878,P.D. Coley & T.A. Kursar,Manaus,2005,,M8,30,,,30,17,0,34,16,4,1,37,18,3,2,,,,,,,,,3,0,3,0,3,1,,,,,3,27,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 30}"
1879,P.D. Coley & T.A. Kursar,Manaus,2005,,M8,30,,,30,17,0,34,16,4,1,37,18,3,2,,,,,,,,,3,0,2,0,2,1,,,,,2,33,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 30}"
1880,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,30,17,4,33,15,3,7,,,-34,,,,,,,,,,13,0,3,1,,0,,,,,3,25,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1881,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,30,17,4,33,15,3,7,,,-34,,,,,,,,,,14,0,4,0,,0,,,,,4,21,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1882,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,30,17,3,33,15,3,6,,,,,,,,,,,,,20,0,4,0,,0,,,,,4,18,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1883,P.D. Coley & T.A. Kursar,Manaus,2005,,M18,18,,,30,17,4,33,15,3,7,,,,,,,,,,,,,24,0,4,0,,0,,,,,4,21,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 18}"
1884,P.D. Coley & T.A. Kursar,Manaus,2005,,M20,20,,,11,14,5,13,17,2,7,16,12,3,10,,,,,,,,,13,0,5,1,,1,,,,,5,14,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 20}"
1885,P.D. Coley & T.A. Kursar,Manaus,2005,,M20,20,,,11,14,4,13,17,2,6,16,12,3,9,,,,,,,,,13,0,4,0,,1,,,,,4,18,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 20}"
1886,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,27,14,1,30,13,3,2,,,,,,,,,,,,,3,0,2,1,,0,,,,,2,39,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1887,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,27,14,1,30,13,3,2,,,-31,,,,,,,,,,3,0,2,1,,0,,,,,2,37,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1888,P.D. Coley & T.A. Kursar,Manaus,2005,,M28,28,,,27,14,1,30,13,3,2,,,-31,,,,,,,,,,3,0,1,1,,0,,,,,0,0,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 28}"
1889,P.D. Coley & T.A. Kursar,Manaus,2005,,M31,31,,,27,16,2,30,13,3,3,33,16,3,3,35,12,2,4,38,11,3,4,4,1,7,1,,1,,1,,,7,10,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 31}"
1890,P.D. Coley & T.A. Kursar,Manaus,2005,,M31,31,,,27,16,2,30,13,3,3,33,16,3,4,35,12,2,5,38,11,3,5,5,0,6,1,,1,,1,,,6,13,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 31}"
1891,P.D. Coley & T.A. Kursar,Manaus,2005,,M31,31,,,27,16,2,30,13,3,3,33,16,3,4,35,12,2,5,38,11,3,5,5,0,6,1,12,1,,1,,,9,8,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 31}"
1892,P.D. Coley & T.A. Kursar,Manaus,2005,,M31,31,,,27,16,1,30,13,3,2,33,16,3,3,35,12,2,4,38,11,3,5,5,0,5,0,7,1,9,1,,,7,10,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 31}"
1893,P.D. Coley & T.A. Kursar,Manaus,2005,,M16,16,,,27,16,1,30,13,3,1,33,16,3,2,38,11,5,4,42,15,4,9,13,0,,0,4,0,6,0,3,1,5,16,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 16}"
1894,P.D. Coley & T.A. Kursar,Manaus,2005,,M16,16,,,27,16,1,30,13,3,1,33,16,3,2,38,11,5,4,42,15,4,,19,0,,0,5,0,6,0,,,6,13,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 16}"
1895,P.D. Coley & T.A. Kursar,Manaus,2005,,M16,16,,,27,16,2,30,13,3,3,33,16,3,4,38,11,5,10,42,15,4,20,30,0,,0,,0,5,0,4,1,5,16,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 16}"
1896,P.D. Coley & T.A. Kursar,Manaus,2005,,M31,31,,,27,17,2,30,14,3,2,34,12,4,4,36,17,2,6,38,10,2,8,10,0,7,0,4,0,6,1,6,1,6,12,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 31}"
1897,P.D. Coley & T.A. Kursar,Manaus,2005,,M31,31,,,27,17,2,30,14,3,2,34,12,4,5,36,17,2,7,38,10,2,9,13,0,5,0,4,0,6,1,6,1,5,15,,,2015-07-22 09:54:47+00:00,"Plant could not be found matching {""site__site"": ""Manaus"", ""plant_number"": 31}"
