id,site,year,plant_field,species_code,toughness1,toughness2,toughness3,toughness4,toughness5,toughness6,toughness7,toughness,notes,max_toughness,updated,error message
871,Tiputini,2014,1320,T57,260,230,270,0,0,0,0,250.0000,notes: id could be T86,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T57"", ""plant_number__iexact"": ""1320""}"
886,Tiputini,2014,362,T10,340,365,300,380,370,0,0,351.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T10"", ""plant_number__iexact"": ""362""}"
887,Tiputini,2014,1431,T65,180,290,240,0,0,0,0,237.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T65"", ""plant_number__iexact"": ""1431""}"
889,BCI,2014,4989,IngC,290,305,240,210,0,0,0,261.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngC"", ""plant_number__iexact"": ""4989""}"
898,BCI,2014,0,IngV,180,160,180,0,0,0,0,173.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngV"", ""plant_number__iexact"": ""0""}"
899,BCI,2014,0,IngG,250,225,300,250,200,170,250,235.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngG"", ""plant_number__iexact"": ""0""}"
900,BCI,2014,0,IngV,205,240,230,0,0,0,0,225.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngV"", ""plant_number__iexact"": ""0""}"
901,BCI,2014,0,IngV,100,120,125,0,0,0,0,115.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngV"", ""plant_number__iexact"": ""0""}"
902,BCI,2014,0,IngP,220,160,160,150,0,0,0,173.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngP"", ""plant_number__iexact"": ""0""}"
903,BCI,2014,0,IngQ,280,150,195,215,0,0,0,210.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngQ"", ""plant_number__iexact"": ""0""}"
904,BCI,2014,0,IngQ,305,350,220,280,320,0,0,295.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngQ"", ""plant_number__iexact"": ""0""}"
905,BCI,2014,0,IngV,140,130,140,0,0,0,0,137.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngV"", ""plant_number__iexact"": ""0""}"
906,BCI,2014,0,IngC,190,180,170,0,0,0,0,180.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngC"", ""plant_number__iexact"": ""0""}"
907,BCI,2014,0,IngV,190,190,230,0,0,0,0,203.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngV"", ""plant_number__iexact"": ""0""}"
908,BCI,2014,0,IngA,200,150,130,125,0,0,0,151.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngA"", ""plant_number__iexact"": ""0""}"
909,BCI,2014,0,IngG,210,200,205,0,0,0,0,205.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngG"", ""plant_number__iexact"": ""0""}"
910,BCI,2014,0,IngA,145,130,155,0,0,0,0,143.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngA"", ""plant_number__iexact"": ""0""}"
911,BCI,2014,0,IngA,150,100,140,0,0,0,0,130.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngA"", ""plant_number__iexact"": ""0""}"
912,BCI,2014,0,IngA,120,150,140,0,0,0,0,137.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngA"", ""plant_number__iexact"": ""0""}"
913,BCI,2014,0,IngA,190,220,150,0,0,0,0,187.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngA"", ""plant_number__iexact"": ""0""}"
914,BCI,2014,0,IngM,180,220,250,250,0,0,0,225.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngM"", ""plant_number__iexact"": ""0""}"
915,BCI,2014,0,IngM,270,260,270,0,0,0,0,267.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngM"", ""plant_number__iexact"": ""0""}"
916,BCI,2014,0,IngM,310,230,170,170,0,0,0,220.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngM"", ""plant_number__iexact"": ""0""}"
917,BCI,2014,0,IngM,190,235,270,150,0,0,0,211.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngM"", ""plant_number__iexact"": ""0""}"
918,BCI,2014,0,IngA,140,130,180,0,0,0,0,150.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngA"", ""plant_number__iexact"": ""0""}"
919,BCI,2014,0,IngG,340,300,220,220,260,180,0,253.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngG"", ""plant_number__iexact"": ""0""}"
920,BCI,2014,0,IngS,250,290,290,0,0,0,0,277.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngS"", ""plant_number__iexact"": ""0""}"
921,BCI,2014,0,IngG,280,300,390,290,340,330,0,322.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngG"", ""plant_number__iexact"": ""0""}"
922,BCI,2014,0,IngQ,350,320,280,0,0,0,0,317.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngQ"", ""plant_number__iexact"": ""0""}"
923,BCI,2014,0,IngG,370,320,230,240,280,0,0,288.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngG"", ""plant_number__iexact"": ""0""}"
924,BCI,2014,0,IngS,270,340,300,0,0,0,0,303.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngS"", ""plant_number__iexact"": ""0""}"
925,BCI,2014,0,IngQ,230,230,220,0,0,0,0,227.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngQ"", ""plant_number__iexact"": ""0""}"
926,BCI,2014,0,IngS,215,140,220,110,0,0,0,171.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngS"", ""plant_number__iexact"": ""0""}"
927,BCI,2014,0,IngPu,230,250,200,210,0,0,0,223.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngPu"", ""plant_number__iexact"": ""0""}"
928,BCI,2014,0,IngS,240,260,220,270,0,0,0,248.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngS"", ""plant_number__iexact"": ""0""}"
929,BCI,2014,0,IngMu,240,200,130,215,260,0,0,209.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngMu"", ""plant_number__iexact"": ""0""}"
930,BCI,2014,0,IngMu,180,160,140,155,0,0,0,159.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngMu"", ""plant_number__iexact"": ""0""}"
931,BCI,2014,0,IngMu,150,150,180,0,0,0,0,160.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngMu"", ""plant_number__iexact"": ""0""}"
932,BCI,2014,0,IngMu,260,200,200,250,0,0,0,228.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngMu"", ""plant_number__iexact"": ""0""}"
933,BCI,2014,0,IngMu,140,150,170,0,0,0,0,153.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngMu"", ""plant_number__iexact"": ""0""}"
934,BCI,2014,0,IngR,400,230,290,290,0,0,0,303.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngR"", ""plant_number__iexact"": ""0""}"
935,BCI,2014,0,IngP,175,180,200,0,0,0,0,185.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngP"", ""plant_number__iexact"": ""0""}"
936,BCI,2014,0,IngS,200,160,220,0,0,0,0,193.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngS"", ""plant_number__iexact"": ""0""}"
937,BCI,2014,0,IngS,185,310,220,190,0,0,0,226.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngS"", ""plant_number__iexact"": ""0""}"
938,BCI,2014,0,IngS,220,280,260,0,0,0,0,253.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngS"", ""plant_number__iexact"": ""0""}"
939,BCI,2014,0,IngP,160,230,240,270,240,0,0,228.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngP"", ""plant_number__iexact"": ""0""}"
940,BCI,2014,0,IngS,220,220,220,200,0,0,0,215.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngS"", ""plant_number__iexact"": ""0""}"
941,BCI,2014,0,IngR,270,300,0,0,0,0,0,285.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngR"", ""plant_number__iexact"": ""0""}"
942,BCI,2014,0,IngR,190,290,200,0,0,0,0,227.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngR"", ""plant_number__iexact"": ""0""}"
943,BCI,2014,0,IngR,340,220,175,300,0,0,0,259.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngR"", ""plant_number__iexact"": ""0""}"
944,BCI,2014,0,PitR,250,200,150,150,150,0,0,180.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""PitR"", ""plant_number__iexact"": ""0""}"
945,BCI,2014,0,PitR,230,275,255,0,0,0,0,253.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""PitR"", ""plant_number__iexact"": ""0""}"
946,BCI,2014,0,IngP,270,260,240,0,0,0,0,257.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngP"", ""plant_number__iexact"": ""0""}"
947,BCI,2014,0,IngP,250,280,230,0,0,0,0,253.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngP"", ""plant_number__iexact"": ""0""}"
948,BCI,2014,0,IngP,205,220,150,200,0,0,0,194.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngP"", ""plant_number__iexact"": ""0""}"
949,BCI,2014,0,ingP,200,250,230,0,0,0,0,227.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""ingP"", ""plant_number__iexact"": ""0""}"
950,BCI,2014,0,IngP,220,230,215,230,0,0,0,224.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngP"", ""plant_number__iexact"": ""0""}"
951,BCI,2014,0,IngV,155,160,200,200,0,0,0,179.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngV"", ""plant_number__iexact"": ""0""}"
952,BCI,2014,0,IngV,210,245,280,200,0,0,0,234.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngV"", ""plant_number__iexact"": ""0""}"
953,BCI,2014,0,IngV,200,200,230,0,0,0,0,210.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngV"", ""plant_number__iexact"": ""0""}"
954,BCI,2014,0,IngV,140,190,190,0,0,0,0,173.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngV"", ""plant_number__iexact"": ""0""}"
955,BCI,2014,0,IngMu,140,190,180,0,0,0,0,170.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngMu"", ""plant_number__iexact"": ""0""}"
956,BCI,2014,0,IngMu,175,175,140,0,0,0,0,163.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngMu"", ""plant_number__iexact"": ""0""}"
957,BCI,2014,0,PitR,120,170,190,220,0,0,0,175.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""PitR"", ""plant_number__iexact"": ""0""}"
958,BCI,2014,0,IngR,275,220,255,0,0,0,0,250.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngR"", ""plant_number__iexact"": ""0""}"
959,BCI,2014,0,IngC,150,140,140,160,0,0,0,148.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngC"", ""plant_number__iexact"": ""0""}"
960,BCI,2014,0,IngC,190,230,185,0,0,0,0,202.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngC"", ""plant_number__iexact"": ""0""}"
961,BCI,2014,0,IngC,130,130,185,0,0,0,0,148.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngC"", ""plant_number__iexact"": ""0""}"
962,BCI,2014,0,IngC,200,200,230,0,0,0,0,210.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngC"", ""plant_number__iexact"": ""0""}"
963,BCI,2014,0,IngC,180,230,220,0,0,0,0,210.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngC"", ""plant_number__iexact"": ""0""}"
964,BCI,2014,0,PitR,180,230,220,0,0,0,0,210.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""PitR"", ""plant_number__iexact"": ""0""}"
965,BCI,2014,0,PitR,250,230,260,0,0,0,0,247.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""PitR"", ""plant_number__iexact"": ""0""}"
966,BCI,2014,0,PitR,210,240,220,0,0,0,0,223.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""PitR"", ""plant_number__iexact"": ""0""}"
967,BCI,2014,0,PitR,290,270,310,0,0,0,0,290.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""PitR"", ""plant_number__iexact"": ""0""}"
968,BCI,2014,0,PitR,240,340,310,320,300,0,0,302.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""PitR"", ""plant_number__iexact"": ""0""}"
969,BCI,2014,0,PitR,240,230,210,0,0,0,0,227.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""PitR"", ""plant_number__iexact"": ""0""}"
1038,Tiputini,2014,681,T21,350,300,310,300,300,0,0,312.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T21"", ""plant_number__iexact"": ""681""}"
1039,Tiputini,2014,681,T21,250,275,300,0,0,0,0,275.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T21"", ""plant_number__iexact"": ""681""}"
1042,Tiputini,2014,1238,T22,480,350,450,430,0,0,0,428.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T22"", ""plant_number__iexact"": ""1238""}"
1098,Tiputini,2014,1021,T33,500,560,330,460,0,0,0,463.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T33"", ""plant_number__iexact"": ""1021""}"
1102,Tiputini,2014,1265,T33,250,310,260,330,0,0,0,288.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T33"", ""plant_number__iexact"": ""1265""}"
1123,Tiputini,2014,1138,T46,450,380,360,405,0,0,0,399.0000,,0,2015-07-23 15:31:29+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T46"", ""plant_number__iexact"": ""1138""}"
1264,Tiputini,2014,1203,T67,250,320,350,250,0,0,0,293.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T67"", ""plant_number__iexact"": ""1203""}"
1266,Tiputini,2014,51,T67,330,275,275,0,0,0,0,293.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T67"", ""plant_number__iexact"": ""51""}"
1271,Tiputini,2014,1418,T67,310,280,230,310,0,0,0,283.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T67"", ""plant_number__iexact"": ""1418""}"
1273,Tiputini,2014,1586,T67,240,230,240,0,0,0,0,237.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T67"", ""plant_number__iexact"": ""1586""}"
1403,Tiputini,2014,343,T21,230,210,270,260,320,260,0,258.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T21"", ""plant_number__iexact"": ""343""}"
1404,Tiputini,2014,664,T49,270,210,240,200,0,0,0,230.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T49"", ""plant_number__iexact"": ""664""}"
1418,Tiputini,2014,1969,T10,450,290,360,345,0,0,0,361.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T10"", ""plant_number__iexact"": ""1969""}"
1421,Tiputini,2014,439,T21,370,420,390,410,0,0,0,398.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T21"", ""plant_number__iexact"": ""439""}"
1422,Tiputini,2014,1978,T10,370,360,350,0,0,0,0,360.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""T10"", ""plant_number__iexact"": ""1978""}"
1426,BCI,0,0,IngU,180,160,180,0,0,0,0,173.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngU"", ""plant_number__iexact"": ""0""}"
1427,BCI,0,0,IngM,250,225,300,250,200,170,250,235.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngM"", ""plant_number__iexact"": ""0""}"
1428,BCI,0,0,IngSp,205,240,230,0,0,0,0,225.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngSp"", ""plant_number__iexact"": ""0""}"
1429,BCI,0,0,IngS,100,120,125,0,0,0,0,115.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngS"", ""plant_number__iexact"": ""0""}"
1430,BCI,0,0,IngPu,220,160,160,150,0,0,0,173.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngPu"", ""plant_number__iexact"": ""0""}"
1431,BCI,0,0,IngF,280,150,195,215,0,0,0,210.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngF"", ""plant_number__iexact"": ""0""}"
1432,BCI,0,0,IngO,305,350,220,280,320,0,0,295.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngO"", ""plant_number__iexact"": ""0""}"
1433,BCI,0,0,IngU,140,130,140,0,0,0,0,137.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngU"", ""plant_number__iexact"": ""0""}"
1434,BCI,0,0,PITR,190,180,170,0,0,0,0,180.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""PITR"", ""plant_number__iexact"": ""0""}"
1435,BCI,0,0,IngR,190,190,230,0,0,0,0,203.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngR"", ""plant_number__iexact"": ""0""}"
1436,BCI,0,0,IngF,200,150,130,125,0,0,0,151.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngF"", ""plant_number__iexact"": ""0""}"
1437,BCI,0,0,IngQ,210,200,205,0,0,0,0,205.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngQ"", ""plant_number__iexact"": ""0""}"
1438,BCI,0,0,IngV,145,130,155,0,0,0,0,143.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngV"", ""plant_number__iexact"": ""0""}"
1439,BCI,0,0,PITR,150,100,140,0,0,0,0,130.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""PITR"", ""plant_number__iexact"": ""0""}"
1440,BCI,0,0,IngSp,120,150,140,0,0,0,0,137.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngSp"", ""plant_number__iexact"": ""0""}"
1441,BCI,0,0,IngR,190,220,150,0,0,0,0,187.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngR"", ""plant_number__iexact"": ""0""}"
1442,BCI,0,0,IngG,180,220,250,250,0,0,0,225.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngG"", ""plant_number__iexact"": ""0""}"
1443,BCI,0,0,IngPu,270,260,270,0,0,0,0,267.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngPu"", ""plant_number__iexact"": ""0""}"
1444,BCI,0,0,IngF,310,230,170,170,0,0,0,220.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngF"", ""plant_number__iexact"": ""0""}"
1445,BCI,0,0,IngQ,190,235,270,150,0,0,0,211.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngQ"", ""plant_number__iexact"": ""0""}"
1446,BCI,0,0,IngO,140,130,180,0,0,0,0,150.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngO"", ""plant_number__iexact"": ""0""}"
1447,BCI,0,0,IngSp,340,300,220,220,260,180,0,253.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngSp"", ""plant_number__iexact"": ""0""}"
1448,BCI,0,0,IngR,250,290,290,0,0,0,0,277.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngR"", ""plant_number__iexact"": ""0""}"
1449,BCI,0,0,IngS,280,300,390,290,340,330,0,322.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngS"", ""plant_number__iexact"": ""0""}"
1450,BCI,0,0,IngP,350,320,280,0,0,0,0,317.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngP"", ""plant_number__iexact"": ""0""}"
1451,BCI,0,0,IngA,370,320,230,240,280,0,0,288.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngA"", ""plant_number__iexact"": ""0""}"
1452,BCI,0,0,PITR,270,340,300,0,0,0,0,303.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""PITR"", ""plant_number__iexact"": ""0""}"
1453,BCI,0,0,IngR,230,230,220,0,0,0,0,227.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngR"", ""plant_number__iexact"": ""0""}"
1454,BCI,0,0,IngPu,215,140,220,110,0,0,0,171.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngPu"", ""plant_number__iexact"": ""0""}"
1455,BCI,0,0,IngF,230,250,200,210,0,0,0,223.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngF"", ""plant_number__iexact"": ""0""}"
1456,BCI,0,0,IngMu,240,260,220,270,0,0,0,248.0000,,0,2015-07-23 15:31:30+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngMu"", ""plant_number__iexact"": ""0""}"
1457,BCI,0,0,IngP,240,200,130,215,260,0,0,209.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngP"", ""plant_number__iexact"": ""0""}"
1458,BCI,0,0,IngV,180,160,140,155,0,0,0,159.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngV"", ""plant_number__iexact"": ""0""}"
1459,BCI,0,0,IngA,150,150,180,0,0,0,0,160.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngA"", ""plant_number__iexact"": ""0""}"
1460,BCI,0,0,PITR,260,200,200,250,0,0,0,228.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""PITR"", ""plant_number__iexact"": ""0""}"
1461,BCI,0,0,IngM,140,150,170,0,0,0,0,153.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngM"", ""plant_number__iexact"": ""0""}"
1462,BCI,0,0,IngSp,400,230,290,290,0,0,0,303.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngSp"", ""plant_number__iexact"": ""0""}"
1463,BCI,0,0,IngR,175,180,200,0,0,0,0,185.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngR"", ""plant_number__iexact"": ""0""}"
1464,BCI,0,0,IngG,200,160,220,0,0,0,0,193.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngG"", ""plant_number__iexact"": ""0""}"
1465,BCI,0,0,IngS,185,310,220,190,0,0,0,226.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""IngS"", ""plant_number__iexact"": ""0""}"
