id,site,year,plant_field,species_code,toughness1,toughness2,toughness3,toughness4,toughness5,toughness6,toughness7,toughness,notes,max_toughness,updated,error message
1561,Manaus,0,0,M36,130,160,200,230,220,240,0,196.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M36"", ""plant_number__iexact"": ""0""}"
1562,Manaus,0,0,M16,360,240,230,300,230,0,0,272.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M16"", ""plant_number__iexact"": ""0""}"
1563,Manaus,0,0,M32,230,220,170,240,270,0,0,226.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M32"", ""plant_number__iexact"": ""0""}"
1564,Manaus,0,0,M16,310,300,340,280,0,0,0,307.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M16"", ""plant_number__iexact"": ""0""}"
1565,Manaus,0,0,M36,260,250,270,0,0,0,0,260.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M36"", ""plant_number__iexact"": ""0""}"
1566,Manaus,0,0,M14,270,240,240,230,0,0,0,245.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M14"", ""plant_number__iexact"": ""0""}"
1567,Manaus,0,0,M8,210,230,160,260,0,0,0,215.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M8"", ""plant_number__iexact"": ""0""}"
1568,Manaus,0,0,M14,270,190,250,240,0,0,0,237.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M14"", ""plant_number__iexact"": ""0""}"
1569,Manaus,0,0,M36,200,210,300,215,250,0,0,235.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M36"", ""plant_number__iexact"": ""0""}"
1570,Manaus,0,0,M60,270,360,290,310,0,0,0,307.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M60"", ""plant_number__iexact"": ""0""}"
1571,Manaus,0,0,M54,380,380,370,0,0,0,0,376.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M54"", ""plant_number__iexact"": ""0""}"
1572,Manaus,0,0,M8,270,210,220,0,0,0,0,233.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M8"", ""plant_number__iexact"": ""0""}"
1573,Manaus,0,0,M60,230,260,270,0,0,0,0,253.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M60"", ""plant_number__iexact"": ""0""}"
1574,Manaus,0,0,M14,250,300,250,0,0,0,0,266.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M14"", ""plant_number__iexact"": ""0""}"
1575,Manaus,0,0,M31,580,400,410,650,610,0,0,530.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M31"", ""plant_number__iexact"": ""0""}"
1576,Manaus,0,0,M37,300,280,220,190,0,0,0,247.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M37"", ""plant_number__iexact"": ""0""}"
1577,Manaus,0,0,M8,200,310,260,370,0,0,0,285.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M8"", ""plant_number__iexact"": ""0""}"
1578,Manaus,0,0,M16,230,340,280,320,0,0,0,292.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M16"", ""plant_number__iexact"": ""0""}"
1579,Manaus,0,0,M40,140,160,250,310,200,0,0,212.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M40"", ""plant_number__iexact"": ""0""}"
1580,Manaus,0,0,M16,260,320,300,240,0,0,0,280.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M16"", ""plant_number__iexact"": ""0""}"
1581,Manaus,0,0,M29,270,180,210,280,0,0,0,235.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M29"", ""plant_number__iexact"": ""0""}"
1582,Manaus,0,0,M28,210,240,300,290,0,0,0,260.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M28"", ""plant_number__iexact"": ""0""}"
1583,Manaus,0,0,M9,475,340,340,480,0,0,0,408.7500,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M9"", ""plant_number__iexact"": ""0""}"
1584,Manaus,0,0,M9,340,380,410,410,0,0,0,385.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M9"", ""plant_number__iexact"": ""0""}"
1585,Manaus,0,0,M60,210,180,260,250,0,0,0,225.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M60"", ""plant_number__iexact"": ""0""}"
1586,Manaus,0,0,M27,360,380,420,370,0,0,0,382.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M27"", ""plant_number__iexact"": ""0""}"
1587,Manaus,0,0,M27,165,260,150,290,210,0,0,215.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M27"", ""plant_number__iexact"": ""0""}"
1588,Manaus,0,0,M61,290,280,400,350,300,0,0,324.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M61"", ""plant_number__iexact"": ""0""}"
1589,Manaus,0,0,M26,335,370,250,260,0,0,0,303.7500,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M26"", ""plant_number__iexact"": ""0""}"
1590,Manaus,0,0,M60,420,340,350,410,0,0,0,380.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M60"", ""plant_number__iexact"": ""0""}"
1591,Manaus,0,0,M31,250,190,280,210,260,320,230,248.5714,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M31"", ""plant_number__iexact"": ""0""}"
1592,Manaus,0,0,M41,260,280,330,280,260,0,0,282.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M41"", ""plant_number__iexact"": ""0""}"
1593,Manaus,0,0,M41,370,410,285,450,340,310,380,363.5714,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M41"", ""plant_number__iexact"": ""0""}"
1594,Manaus,0,0,M26,260,270,240,250,340,300,0,276.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M26"", ""plant_number__iexact"": ""0""}"
1595,Manaus,0,0,M31,260,250,220,200,240,240,200,230.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M31"", ""plant_number__iexact"": ""0""}"
1596,Manaus,0,0,M27,380,210,320,290,230,280,290,285.7143,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M27"", ""plant_number__iexact"": ""0""}"
1597,Manaus,0,0,M28,340,260,280,410,0,0,0,322.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M28"", ""plant_number__iexact"": ""0""}"
1598,Manaus,0,0,M4,380,380,330,0,0,0,0,363.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M4"", ""plant_number__iexact"": ""0""}"
1599,Manaus,0,0,M9,380,340,360,0,0,0,0,360.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M9"", ""plant_number__iexact"": ""0""}"
1600,Manaus,0,0,M60,290,230,220,0,0,0,0,246.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M60"", ""plant_number__iexact"": ""0""}"
1601,Manaus,0,0,M18,280,390,340,360,460,0,0,366.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M18"", ""plant_number__iexact"": ""0""}"
1602,Manaus,0,0,M26,300,400,410,310,0,0,0,355.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M26"", ""plant_number__iexact"": ""0""}"
1603,Manaus,0,0,M28,320,330,350,0,0,0,0,333.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M28"", ""plant_number__iexact"": ""0""}"
1604,Manaus,0,0,M27,290,250,270,0,0,0,0,270.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M27"", ""plant_number__iexact"": ""0""}"
1605,Manaus,0,0,M8,170,160,230,0,0,0,0,186.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M8"", ""plant_number__iexact"": ""0""}"
1606,Manaus,0,0,M5,85,0,0,0,0,0,0,85.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M5"", ""plant_number__iexact"": ""0""}"
1607,Manaus,0,0,M16,310,350,0,0,0,0,0,330.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M16"", ""plant_number__iexact"": ""0""}"
1608,Manaus,0,0,M8,260,240,170,220,0,0,0,222.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M8"", ""plant_number__iexact"": ""0""}"
1609,Manaus,0,0,M5,80,0,0,0,0,0,0,80.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M5"", ""plant_number__iexact"": ""0""}"
1610,Manaus,0,0,M8,320,370,350,0,0,0,0,346.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M8"", ""plant_number__iexact"": ""0""}"
1611,Manaus,0,0,M61,370,370,390,0,0,0,0,376.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M61"", ""plant_number__iexact"": ""0""}"
1612,Manaus,0,0,M24,240,220,170,240,0,0,0,217.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M24"", ""plant_number__iexact"": ""0""}"
1613,Manaus,0,0,M31,350,360,315,0,0,0,0,341.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M31"", ""plant_number__iexact"": ""0""}"
1614,Manaus,0,0,M27,200,210,0,0,0,0,0,205.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M27"", ""plant_number__iexact"": ""0""}"
1615,Manaus,0,0,M28,310,370,380,310,0,0,0,342.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M28"", ""plant_number__iexact"": ""0""}"
1616,Manaus,0,0,M27,290,310,310,0,0,0,0,303.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M27"", ""plant_number__iexact"": ""0""}"
1617,Manaus,0,0,M51,260,290,350,180,210,0,0,258.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M51"", ""plant_number__iexact"": ""0""}"
1618,Manaus,0,0,M40,230,240,290,0,0,0,0,253.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M40"", ""plant_number__iexact"": ""0""}"
1619,Manaus,0,0,M4,260,300,400,210,340,0,0,302.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M4"", ""plant_number__iexact"": ""0""}"
1620,Manaus,0,0,M8,290,340,340,0,0,0,0,323.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M8"", ""plant_number__iexact"": ""0""}"
1621,Manaus,0,0,M25,220,260,240,0,0,0,0,240.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M25"", ""plant_number__iexact"": ""0""}"
1622,Manaus,0,0,M29,210,310,290,240,0,0,0,262.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M29"", ""plant_number__iexact"": ""0""}"
1623,Manaus,0,0,M24,150,210,230,0,0,0,0,196.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M24"", ""plant_number__iexact"": ""0""}"
1624,Manaus,0,0,M16,290,310,250,0,0,0,0,283.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M16"", ""plant_number__iexact"": ""0""}"
1625,Manaus,0,0,M62,260,280,280,0,0,0,0,273.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M62"", ""plant_number__iexact"": ""0""}"
1626,Manaus,0,0,M31,330,320,355,0,0,0,0,335.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M31"", ""plant_number__iexact"": ""0""}"
1627,Manaus,0,0,M41,300,340,360,0,0,0,0,333.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M41"", ""plant_number__iexact"": ""0""}"
1628,Manaus,0,0,M60,350,280,260,180,180,0,0,250.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M60"", ""plant_number__iexact"": ""0""}"
1629,Manaus,0,0,M32,180,240,180,0,0,0,0,200.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M32"", ""plant_number__iexact"": ""0""}"
1630,Manaus,0,0,M28,260,300,300,270,0,0,0,282.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M28"", ""plant_number__iexact"": ""0""}"
1631,Manaus,0,0,M26,260,270,180,220,240,0,0,234.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M26"", ""plant_number__iexact"": ""0""}"
1632,Manaus,0,0,M62,340,320,350,0,0,0,0,336.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M62"", ""plant_number__iexact"": ""0""}"
1633,Manaus,0,0,M41,320,300,350,0,0,0,0,323.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M41"", ""plant_number__iexact"": ""0""}"
1634,Manaus,0,0,M26,250,250,250,0,0,0,0,250.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M26"", ""plant_number__iexact"": ""0""}"
1635,Manaus,0,0,M28,270,370,290,0,0,0,0,310.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M28"", ""plant_number__iexact"": ""0""}"
1636,Manaus,0,0,M60,270,300,310,0,0,0,0,293.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M60"", ""plant_number__iexact"": ""0""}"
1637,Manaus,0,0,M65,390,370,310,0,0,0,0,356.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M65"", ""plant_number__iexact"": ""0""}"
1638,Manaus,0,0,M26,270,290,270,0,0,0,0,276.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M26"", ""plant_number__iexact"": ""0""}"
1639,Manaus,0,0,M4,400,290,270,0,0,0,0,320.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M4"", ""plant_number__iexact"": ""0""}"
1640,Manaus,0,0,M37,270,320,340,0,0,0,0,310.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M37"", ""plant_number__iexact"": ""0""}"
1641,Manaus,0,0,M29,230,250,305,0,0,0,0,261.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M29"", ""plant_number__iexact"": ""0""}"
1642,Manaus,0,0,M9,410,410,410,0,0,0,0,410.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M9"", ""plant_number__iexact"": ""0""}"
1643,Manaus,0,0,M16,240,270,250,0,0,0,0,253.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M16"", ""plant_number__iexact"": ""0""}"
1644,Manaus,0,0,M5,140,0,0,0,0,0,0,140.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M5"", ""plant_number__iexact"": ""0""}"
1645,Manaus,0,0,M28,260,280,0,0,0,0,0,270.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M28"", ""plant_number__iexact"": ""0""}"
1646,Manaus,0,0,M25,230,320,285,290,0,0,0,281.2500,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M25"", ""plant_number__iexact"": ""0""}"
1647,Manaus,0,0,M4,420,380,400,0,0,0,0,400.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M4"", ""plant_number__iexact"": ""0""}"
1648,Manaus,0,0,M5,160,0,0,0,0,0,0,160.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M5"", ""plant_number__iexact"": ""0""}"
1649,Manaus,0,0,M8,230,190,220,0,0,0,0,213.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M8"", ""plant_number__iexact"": ""0""}"
1650,Manaus,0,0,M60,350,250,240,260,0,0,0,275.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M60"", ""plant_number__iexact"": ""0""}"
1651,Manaus,0,0,M15,290,290,230,210,0,0,0,255.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M15"", ""plant_number__iexact"": ""0""}"
1652,Manaus,0,0,M28,240,300,350,350,300,0,0,308.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M28"", ""plant_number__iexact"": ""0""}"
1653,Manaus,0,0,M5,40,120,0,0,0,0,0,80.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M5"", ""plant_number__iexact"": ""0""}"
1654,Manaus,0,0,M8,230,160,180,200,0,0,0,192.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M8"", ""plant_number__iexact"": ""0""}"
1655,Manaus,0,0,M51,270,280,410,180,0,0,0,285.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M51"", ""plant_number__iexact"": ""0""}"
1656,Manaus,0,0,M51,190,230,270,230,0,0,0,230.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M51"", ""plant_number__iexact"": ""0""}"
1657,Manaus,0,0,M62,330,290,290,0,0,0,0,303.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M62"", ""plant_number__iexact"": ""0""}"
1658,Manaus,0,0,M29,240,220,190,0,0,0,0,216.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M29"", ""plant_number__iexact"": ""0""}"
1659,Manaus,0,0,M61,350,360,0,0,0,0,0,355.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M61"", ""plant_number__iexact"": ""0""}"
1660,Manaus,0,0,M5,100,0,0,0,0,0,0,100.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M5"", ""plant_number__iexact"": ""0""}"
1661,Manaus,0,0,M27,280,310,340,290,0,0,0,305.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M27"", ""plant_number__iexact"": ""0""}"
1662,Manaus,0,0,M14,190,230,220,260,0,0,0,225.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M14"", ""plant_number__iexact"": ""0""}"
1663,Manaus,0,0,M24,270,160,160,140,0,0,0,182.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M24"", ""plant_number__iexact"": ""0""}"
1664,Manaus,0,0,M24,270,210,260,0,0,0,0,246.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M24"", ""plant_number__iexact"": ""0""}"
1665,Manaus,0,0,M27,290,220,270,0,0,0,0,260.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M27"", ""plant_number__iexact"": ""0""}"
1666,Manaus,0,0,M29,210,230,280,0,0,0,0,240.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M29"", ""plant_number__iexact"": ""0""}"
1667,Manaus,0,0,M5,140,70,160,0,0,0,0,123.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M5"", ""plant_number__iexact"": ""0""}"
1668,Manaus,0,0,M24,240,240,220,0,0,0,0,233.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M24"", ""plant_number__iexact"": ""0""}"
1669,Manaus,0,0,M60,260,280,270,0,0,0,0,270.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M60"", ""plant_number__iexact"": ""0""}"
1670,Manaus,0,0,M18,300,290,330,0,0,0,0,306.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M18"", ""plant_number__iexact"": ""0""}"
1671,Manaus,0,0,M26,290,300,300,0,0,0,0,296.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M26"", ""plant_number__iexact"": ""0""}"
1672,Manaus,0,0,M5,90,0,0,0,0,0,0,90.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M5"", ""plant_number__iexact"": ""0""}"
1673,Manaus,0,0,M27,480,400,0,0,0,0,0,440.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M27"", ""plant_number__iexact"": ""0""}"
1674,Manaus,0,0,M8,260,210,160,210,185,0,0,205.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M8"", ""plant_number__iexact"": ""0""}"
1675,Manaus,0,0,M32,130,170,130,0,0,0,0,143.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M32"", ""plant_number__iexact"": ""0""}"
1676,Manaus,0,0,M45,310,240,250,220,360,0,0,276.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M45"", ""plant_number__iexact"": ""0""}"
1677,Manaus,0,0,M62,360,360,310,0,0,0,0,343.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M62"", ""plant_number__iexact"": ""0""}"
1678,Manaus,0,0,M62,320,280,320,0,0,0,0,306.6667,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M62"", ""plant_number__iexact"": ""0""}"
1679,Manaus,0,0,M61,290,340,0,0,0,0,0,315.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M61"", ""plant_number__iexact"": ""0""}"
1680,Manaus,0,0,M71,300,280,360,0,0,0,0,313.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M71"", ""plant_number__iexact"": ""0""}"
1681,Manaus,0,0,M71,380,390,380,0,0,0,0,383.3333,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M71"", ""plant_number__iexact"": ""0""}"
1682,Manaus,0,0,M61,290,230,320,280,0,0,0,280.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M61"", ""plant_number__iexact"": ""0""}"
1683,Manaus,0,0,M71,340,270,290,0,0,0,0,300.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M71"", ""plant_number__iexact"": ""0""}"
1684,Manaus,0,0,M57,330,320,0,0,0,0,0,325.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M57"", ""plant_number__iexact"": ""0""}"
1685,Manaus,0,0,M16,250,270,260,0,0,0,0,260.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M16"", ""plant_number__iexact"": ""0""}"
1686,Manaus,0,0,M69,320,310,330,0,0,0,0,320.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M69"", ""plant_number__iexact"": ""0""}"
1687,Manaus,0,0,M26,320,290,260,240,340,0,0,290.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M26"", ""plant_number__iexact"": ""0""}"
1688,Manaus,0,0,M18,310,290,350,290,0,0,0,310.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M18"", ""plant_number__iexact"": ""0""}"
1689,Manaus,0,0,M28,330,320,330,460,0,0,0,360.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M28"", ""plant_number__iexact"": ""0""}"
1690,Manaus,0,0,M9,330,440,410,450,0,0,0,407.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M9"", ""plant_number__iexact"": ""0""}"
1691,Manaus,0,0,M5,100,110,90,110,0,0,0,102.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M5"", ""plant_number__iexact"": ""0""}"
1692,Manaus,0,0,M31,310,410,420,390,0,0,0,382.5000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M31"", ""plant_number__iexact"": ""0""}"
1693,Manaus,0,0,M25,260,240,200,200,0,0,0,225.0000,,0,2015-07-23 15:31:31+00:00,"Plant could not be found matching {""species_code__species_code__iexact"": ""M25"", ""plant_number__iexact"": ""0""}"
